,safegraph_place_id,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags
1011281,sg:13a10316ed0642b4bd26a9543520f727,,Green Rhino Graphix,,,Other Miscellaneous Manufacturing,Sign Manufacturing,339950.0,35.397736,-97.529609,6824 S Western Ave,Oklahoma City,OK,73139,US,14055430004.0,,
1011486,sg:22e26d893eee453a939d9e7f50797b15,,Circle K,SG_BRAND_4cbffa4318cebdb09227afca3fe16846,Circle K,Grocery Stores,Convenience Stores,445120.0,35.439558,-97.48692700000001,1449 SE 25th St,Oklahoma City,OK,73129,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",
1012056,sg:4bbc131e86874f4c826a0b66915b4a97,,Hair Designs By Ms Tracy,,,Personal Care Services,Beauty Salons,812112.0,35.508041999999996,-97.51052299999999,35 NE 36th St,Oklahoma City,OK,73105,US,14056791166.0,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""5:00"", ""19:00""]], ""Sat"": [[""5:00"", ""16:30""]], ""Sun"": [] }",
1012720,sg:7fa4ab1f5003463c974352d9188a93d7,,Shelan Whitehead Providence Realty,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,35.389742,-97.438709,4420 E Interstate 240 Service Rd,Oklahoma City,OK,73135,US,14055968308.0,,
1012784,sg:85762e5938034247a67eb829b26ec998,,Indian Nations Presbytery Office,,,Religious Organizations,Religious Organizations,813110.0,35.495733,-97.528695,1001 NW 25th St Ste 206,Oklahoma City,OK,73106,US,14055240990.0,,
1013158,sg:a41b28996f004349b98d119e1abf5a47,,Shell Oil,SG_BRAND_2591c98b70119fe624898b1e424b5e91,Shell Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,35.420551,-97.487276,4500S S I 35 Service Rd,Oklahoma City,OK,73129,US,14056776667.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",
1013210,sg:a7b26725560c42d09cf5366548a475ad,,Industry Carwash,,,Automotive Repair and Maintenance,Car Washes,811192.0,35.451245,-97.555006,1405 S Agnew Ave,Oklahoma City,OK,73108,US,14052355028.0,,
1013304,sg:aeda58b26e734d4faf84af912d39ed4a,,Sanger Fenton M MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.528642,-97.577389,3433 NW 56th St,Oklahoma City,OK,73112,US,,,
1013480,sg:bd9657598fbf471e8de53f0e8a5f3145,,Office of the Attorney General,,,"Executive, Legislative, and Other General Government Support",Other General Government Support,921190.0,35.491607,-97.506039,313 NE 21st St,Oklahoma City,OK,73105,US,14055213921.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
1015169,sg:42d5083440f64f1ba805e8c30c943c5c,,Green Clean &amp Steam,,,Services to Buildings and Dwellings,Carpet and Upholstery Cleaning Services,561740.0,35.471817,-97.598517,4401 NW 4th St Ste 134,Oklahoma City,OK,73107,US,14052592808.0,,
1015972,sg:7fb5c71b3730491a84c5408c24154f69,,Coronado Cougar Care,,,Child Day Care Services,Child Day Care Services,624410.0,35.530179,-97.589083,5911 N Sapulpa Ave,Oklahoma City,OK,73112,US,14052458826.0,,
1016519,sg:aa60e9173333459bae672724d2dff680,,Gifted Hands Hair Salon,,,Personal Care Services,Beauty Salons,812112.0,35.579592,-97.554434,10404 Vineyard Blvd Ste H200,Oklahoma City,OK,73120,US,14058597089.0,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }",
1017257,sg:e6cbd54113d44feca5f509f82b366088,,Integrated Behavioral Health,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.479206,-97.525951,1111 N Shartel Ave,Oklahoma City,OK,73103,US,14052364817.0,,
1017284,sg:e91e63f7c0f94381bc31c1016e5f3f8b,,Edward Jones,SG_BRAND_ce49fd2da39027552888496287fa81a5,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999.0,35.53751,-97.588109,3833 NW 63rd St,Oklahoma City,OK,73116,US,14058480047.0,,
1017524,sg:fce9b6602886460e82a61dadf81d8ae8,,Han D Sak No 2,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.497198,-97.49409399999999,2700 N Kelley Ave,Oklahoma City,OK,73111,US,14054244202.0,,
1018030,sg:208281a8cb6e40e19ec673d2f5ab25ab,,Car Doctor,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,35.473344,-97.533123,1217 NW 5th St,Oklahoma City,OK,73106,US,14052321949.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
1018291,sg:3465e3c424674275babd2c7d957d5f34,,E Z Happy Foods,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,35.550622,-97.514626,7819 Broadway Ext,Oklahoma City,OK,73116,US,14058102903.0,,
1019256,sg:7f314da3734045899467e1a57d66ced7,,Habana Inn,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,35.512575,-97.54940400000001,2200 NW 40th St,Oklahoma City,OK,73112,US,,,
1019525,sg:9547926822534d2b8df6d36e6ce49bd2,,Lost Lakes Amphitheatre And Waterpark,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,35.482172,-97.44634599999999,3501 NE 10th St,Oklahoma City,OK,73117,US,,,
1020971,sg:0b6d8277e7df4a84998610737ecb1716,,Madewell,SG_BRAND_25c3900e3c529c8be2fd639ae1932728,Madewell,Clothing Stores,Women's Clothing Stores,448120.0,35.524961,-97.545322,1901 NW Expressway Ste 1025,Oklahoma City,OK,73118,US,14057679924.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""12:00"", ""24:00""]] }",
1021480,sg:2ed284f8936343019cfbf3bb262fa0d1,,Edward Jones,SG_BRAND_ce49fd2da39027552888496287fa81a5,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999.0,35.359303999999995,-97.53055,10801 S We Suite 300,Oklahoma City,OK,73170,US,14058957384.0,,
1021921,sg:5114334e0eac430db42e49d371176c94,,Otwell's Food Store,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,35.480149,-97.477564,1149 N Martin Luther King Ave,Oklahoma City,OK,73117,US,14054244155.0,,
1022106,sg:5eb60521b77746b79656df0f534705bf,,Beekeeping Etc,,,Beverage Manufacturing,Wineries,312130.0,35.463733000000005,-97.45829,3104 E Reno Ave,Oklahoma City,OK,73117,US,14056007200.0,"{ ""Mon"": [[""8:30"", ""16:00""]], ""Tue"": [[""8:30"", ""16:00""]], ""Wed"": [[""8:30"", ""16:00""]], ""Thu"": [[""8:30"", ""16:00""]], ""Fri"": [[""8:30"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",
1023202,sg:b34f1f68448943698d363eb2a22ca666,,Securitas,SG_BRAND_c5e99edbbd392276ed84982d590c6fe6,Securitas,Investigation and Security Services,Security Systems Services (except Locksmiths),561621.0,35.513707000000004,-97.593985,4101 Perimeter Center Dr Ste 100,Oklahoma City,OK,73112,US,,,
1023513,sg:ce29a1e7ea174b6e84b0494468b64dfd,,The Float Spa,,,Other Miscellaneous Manufacturing,Sign Manufacturing,339950.0,35.529740000000004,-97.534364,5730 N Classen Blvd Ste 5,Oklahoma City,OK,73118,US,14056081950.0,"{ ""Mon"": [[""9:30"", ""19:30""]], ""Tue"": [[""9:30"", ""19:30""]], ""Wed"": [[""9:30"", ""19:30""]], ""Thu"": [[""9:30"", ""19:30""]], ""Fri"": [[""9:30"", ""19:30""]], ""Sat"": [[""9:30"", ""19:30""]], ""Sun"": [[""11:00"", ""16:30""]] }",
1024682,sg:28db6ad5f2ec48ebbf5ee0f2d22314d3,,Boys & Girls Clubs of America,SG_BRAND_f30b03559d204ae5fa8ea7c6d0f38fb6,Boys & Girls Clubs of America,Individual and Family Services,Child and Youth Services,624110.0,35.420357,-97.462405,2808 SE 44th St,Oklahoma City,OK,73129,US,14056774781.0,,
1025161,sg:4a1db47a6de84dcfbaa313408cfea264,,AT&T,SG_BRAND_5deb800ce9500e72e355137ab8b48fb6,AT&T,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,35.524702000000005,-97.544071,1901 NW Expressway Ste 1108,Oklahoma City,OK,73118,US,14058792201.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",
1026074,sg:9184a813f9cb49faaa6a79693e5cf002,,Inner Circle Sports,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.36234,-97.54567800000001,10600 S Pennsylvania Ave Ste 16,Oklahoma City,OK,73170,US,14057088117.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",
1026412,sg:ad0c804814cf42feb1fa210fa54de5a2,,Gold's Gym,SG_BRAND_1ff28a605439972fe65ea61ab6bbd087,Gold's Gym,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.611247,-97.55390799999999,2301 W Memorial Rd,Oklahoma City,OK,73134,US,14057496435.0,"{ ""Mon"": [[""4:00"", ""24:00""]], ""Tue"": [[""4:00"", ""24:00""]], ""Wed"": [[""4:00"", ""24:00""]], ""Thu"": [[""4:00"", ""24:00""]], ""Fri"": [[""4:00"", ""24:00""]], ""Sat"": [[""6:00"", ""20:00""]], ""Sun"": [[""6:00"", ""20:00""]] }",
1027186,sg:ea27fb8d2085455fad6638770456fe11,,Alexis Rainbow Cs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,35.494423,-97.554956,2401 NW 23rd St Ste 14,Oklahoma City,OK,73107,US,14056048727.0,,
1027247,sg:eded536fa2424fb8a946a43d8da9c40e,,Tiki Auto Glass,,,Lumber and Other Construction Materials Merchant Wholesalers,Other Construction Material Merchant Wholesalers,423390.0,35.462676,-97.406692,205 S Air Depot Blvd,Oklahoma City,OK,73110,US,14054558271.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
1027430,sg:fd679f16304e4c6ca381adadd8f1eb70,,AAMCO Transmissions,SG_BRAND_05ff976a687708af0e453186738e5d96,AAMCO Transmissions,Automotive Repair and Maintenance,Automotive Transmission Repair,811113.0,35.378657000000004,-97.530633,8817 S Western Ave,Oklahoma City,OK,73139,US,14053344712.0,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",
1028498,sg:4d7f2b7071c24f70855b6653ee6cf25f,,Gatewood Es,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,35.491498,-97.541188,1821 NW 21st St,Oklahoma City,OK,73106,US,14055872400.0,,
1029309,sg:8cc695ed49a046dfbe37f3b93de38685,,Allstate Insurance,SG_BRAND_5a9e6695c8055aeb6c210e6bfb45d6b5,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.378859999999996,-97.513062,8809 S Santa Fe Ave,Oklahoma City,OK,73139,US,14056360113.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
1029447,sg:9744e3952eab4f59ae475aff7d76fc37,,Sam's Club,SG_BRAND_1fdf499b6898e2c4f4c47e72ae249f4e,Sam's Club,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,35.607551,-97.546028,1900 W Memorial Rd,Oklahoma City,OK,73134,US,14057487109.0,"{ ""Mon"": [[""7:00"", ""20:30""]], ""Tue"": [[""7:00"", ""20:30""]], ""Wed"": [[""7:00"", ""20:30""]], ""Thu"": [[""7:00"", ""20:30""]], ""Fri"": [[""7:00"", ""20:30""]], ""Sat"": [[""7:00"", ""20:30""]], ""Sun"": [[""10:00"", ""18:00""]] }",
1029497,sg:9b68a769fe2d40718c704e7391129487,,Daylight Donuts,SG_BRAND_a7d172ff64836747b19e982dd56dcf77,Daylight Donuts,Specialty Food Stores,Baked Goods Stores,445291.0,35.378192999999996,-97.529761,8900 S Western Ave,Oklahoma City,OK,73139,US,14056316202.0,"{ ""Mon"": [[""5:00"", ""11:00""]], ""Tue"": [[""5:00"", ""11:00""]], ""Wed"": [[""5:00"", ""11:00""]], ""Thu"": [[""5:00"", ""11:00""]], ""Fri"": [[""5:00"", ""11:00""]], ""Sat"": [[""5:00"", ""11:00""]], ""Sun"": [[""5:00"", ""11:00""]] }",
1029902,sg:bd385b9cdac94b028cf83cbcee9bdeb9,,BJ's Restaurants,SG_BRAND_84521dbb1dcccaaef24cf1f9a9e70342,BJ's Restaurants,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.46159,-97.652325,325 Outlet Shoppes Dr,Oklahoma City,OK,73128,US,14057879900.0,"{ ""Mon"": [[""11:00"", ""23:00""]], ""Tue"": [[""11:00"", ""23:00""]], ""Wed"": [[""11:00"", ""23:00""]], ""Thu"": [[""11:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""23:00""]] }","Drinks,Lunch,American Food,Casual Dining,Brewery or Brewpub,Catering,Dessert,Dinner"
1030015,sg:c539dc83c7f446acbdc1afa51d120a2a,sg:700c69a88deb4ca3906392feff0a9c08,INTEGRIS Health,SG_BRAND_714773b72fe5fddd0f27426485ff3532,INTEGRIS Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.583759,-97.583727,11200 N Portland Ave,Oklahoma City,OK,73120,US,14059361500.0,,
1030390,sg:e4da1857d0f24c558757a248ab6d020f,,Blu's BBQ and Burgers,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.473696999999994,-97.515904,612 N Robinson Ave,Oklahoma City,OK,73102,US,14056022587.0,"{ ""Mon"": [[""11:00"", ""15:00""]], ""Tue"": [[""11:00"", ""15:00""]], ""Wed"": [[""11:00"", ""15:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [] }","Burgers,BBQ and Southern Food"
1031481,sg:39d0641de1b74185b8d6d4d05c0c1716,,Imperial Cleaning Services,,,Services to Buildings and Dwellings,Carpet and Upholstery Cleaning Services,561740.0,35.529476,-97.564785,2828 NW 57th St,Oklahoma City,OK,73112,US,14055468859.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",
1032469,sg:839f67a0668c4a359e0d14dd1830959f,,Nguyen Thuong,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.492958,-97.544219,1908 NW 23rd St,Oklahoma City,OK,73106,US,14055248262.0,,
1034066,sg:06a2252638a540e0b6d7472b23f30a72,,E & R Tires,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,35.434922,-97.459912,2900 SE 29th St,Oklahoma City,OK,73129,US,14056703939.0,,
1034193,sg:0fc0d644d5004832b0489dc26daaf3ea,,Semper Fi,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410.0,35.537539,-97.465579,2727 NE 63rd St,Oklahoma City,OK,73111,US,,,"Bar or Pub,Late Night,Wine Bar"
1034789,sg:3a21e24547d449a282b7cbffe0e0128c,,Boost Mobile,SG_BRAND_828bf870d4d7227c8c54c013e3649586,Boost Mobile,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,35.507493,-97.491867,1104 NE 36th St,Oklahoma City,OK,73111,US,,,
1035788,sg:885bbd27ef17441c9529c3e8689d83cd,,Oklahoma Transplant Center,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.481928,-97.496202,940 NE 13th St,Oklahoma City,OK,73104,US,14052717498.0,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",
1036104,sg:a03e24c6b19b4302952940ad03410c2f,,Marco's Pizza,SG_BRAND_dfd09d2081eb0c5ee1430ff7e55b27fc,Marco's Pizza,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.522659999999995,-97.614769,5801 NW 50th St,Oklahoma City,OK,73122,US,14056034330.0,,"Counter Service,Pizza,Lunch,Catering,Dinner"
1036356,sg:b3f207314c2041baaff3bd550c49f4ab,,Starr Home,,,,,,35.61534,-97.56813199999999,14201 N May Ave Ste 204,Oklahoma City,OK,73134,US,,,
1036521,sg:c124afb297bc44f8b81bea84db0b210c,,La Quinta Inn & Suites Oklahoma City NW Expwy,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,35.545878,-97.608967,4829 NW Expressway,Oklahoma City,OK,73132,US,14057735575.0,,
1036560,sg:c48066ec6aea47aca8515a49888a9252,,Goodwill Industries,SG_BRAND_4ca6f6678c8c72c48310ae8b261c9b6e,Goodwill Industries,Used Merchandise Stores,Used Merchandise Stores,453310.0,35.510635,-97.546239,2016 NW 39th St,Oklahoma City,OK,73118,US,,,
1037531,sg:12adda24786a4eb291aeb69f7c4b7e8d,,Sage Dental Arts,,,Offices of Dentists,Offices of Dentists,621210.0,35.528882,-97.56866600000001,3000 United Founders Blvd Ste 123,Oklahoma City,OK,73112,US,14057534499.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""15:00""]], ""Sat"": [], ""Sun"": [] }",
1037598,sg:16e8c2f840144e23a0355de2eafde30b,,Ronald J Norick Downtown Library,,,Other Information Services,Libraries and Archives,519120.0,35.468522,-97.518748,300 Park Ave,Oklahoma City,OK,73102,US,14052318650.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""13:00"", ""18:00""]] }",
1037768,sg:24613fda49254bf7bd4b7c254b87da9d,,Touch Tell Wireless,,,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,35.396156,-97.48961899999999,7000 Crossroads Mall,Oklahoma City,OK,73149,US,14056346804.0,,
1039257,sg:97a3d49053564f82bdf35172db239bdf,,Palen Music Center,,,,,,35.549797999999996,-97.514684,7701 Broadway Ext,Oklahoma City,OK,73116,US,,,
1039426,sg:a38ab9ac1920471f8b9a2effdcc3953d,,Northaven Place,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,Assisted Living Facilities for the Elderly,623312.0,35.580682,-97.64796700000001,7535 W Hefner Rd,Oklahoma City,OK,73162,US,14052764105.0,,
1039661,sg:b5977a02f34a499580b77ecb85535e2f,,Penn Discount Liquor,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,35.423019000000004,-97.548238,4217 S Pennsylvania Ave,Oklahoma City,OK,73119,US,14056808844.0,,
1040391,sg:f2978d30a09e425eb192dd17a05a31f6,,Federal Direct Tax Services,,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213.0,35.562834,-97.656768,9109 N Council Rd,Oklahoma City,OK,73132,US,14058453737.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""15:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [[""1:00"", ""6:00""]] }",
1040576,sg:0013fadaf14f4c69b960a267ab898a6c,,First Presbyterian Church of Moore,,,Religious Organizations,Religious Organizations,813110.0,35.344881,-97.567953,12301 S May Ave,Oklahoma City,OK,73170,US,14053780080.0,,
1041182,sg:2c59742f87af4ac0b804c1f5563ebe9b,,Red Lobster,SG_BRAND_555bc88c634b70fc1811399c472524bc,Red Lobster,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,35.54018,-97.59566099999999,4243 NW Expressway,Oklahoma City,OK,73116,US,14058421453.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Lunch,American Food,Casual Dining,Seafood,Dinner"
1042254,sg:7efe9e670e5d4a1cb91ab434257cdfcb,,Oak Leaf Fine Cannabis Co,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,35.531442999999996,-97.564669,2846 NW 59th St,Oklahoma City,OK,73112,US,14058494437.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""22:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""10:00"", ""20:00""]] }",
1043418,sg:d839d37dab154e4d94b12ce679ff0a64,,Garder Stephen W DDS,,,Offices of Dentists,Offices of Dentists,621210.0,35.489521999999994,-97.498064,808 NE 19th St,Oklahoma City,OK,73105,US,,,
1043687,sg:eb3fab81194a4f3182fc31f98521032b,,405 Yoga,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.477604,-97.518575,1004 N Hudson Ave,Oklahoma City,OK,73102,US,12022573061.0,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",
1043699,sg:ebfc0baaab674f9e91377bb90091e72d,,Fibroid Free OKC,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,35.613988,-97.573975,3200 Quail Springs Pkwy Ste 200,Oklahoma City,OK,73134,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",
